Medical Text,Medicine\ Chemical Name,Organ,Disease,Hormone,Pharmacological Class,Common Medical Terms
"অ্যাসিক্লোফেন্যাক অ স্টেরয়েডাল অ্যান্টি-ইনফ্ল্যামেটরি ড্রাগস (NSAIDs) বিভাগের অন্তর্গত। দীর্ঘস্থায়ী প্রদাহ এবং ব্যথার ক্ষেত্রে এই ওষুধটি নির্ধারিত হয় হাড় অথবা জয়েন্টগুলি। এটি শরীরে ""সাইক্লোঅক্সিজেনেস (COX)"" নামে পরিচিত এনজাইমের প্রভাবকে ব্লক করে কাজ করে, যা প্রোস্টাগ্ল্যান্ডিন নিঃসরণ কমিয়ে ফোলা, ব্যথা এবং প্রদাহ হ্রাস করে।",অ্যাসিক্লোফেন্যাক,,"দীর্ঘস্থায়ী প্রদাহ, ব্যথা",প্রোস্টাগ্ল্যান্ডিন,"নন-স্টেরয়েডাল অ্যান্টি-ইনফ্ল্যামেটরি ড্রাগস, সাইক্লোঅক্সিজেনেস",ড্রাগস
অ্যাসিক্লোফেন্যাক এর সাথে অন্যান্য ওষুধ যেমন প্যারাসিটামল বা NSAIDs নেওয়ার আগে আপনার ডাক্তার থেকে পরামর্শ নিন।,"অ্যাসিক্লোফেন্যাক, প্যারাসিটামল",,,,নন-স্টেরয়েডাল অ্যান্টি-ইনফ্ল্যামেটরি ড্রাগ (NSAIDs),
"অ্যাসিক্লোফেন্যাক অতিরিক্ত মাত্রায় নিলে কিডনি বা লিভারের গুরুতর সমস্যা হতে পারে, এ কারণে সতর্কতা অবলম্বন করা জরুরি।",অ্যাসিক্লোফেন্যাক,"কিডনি, লিভার",,,,
অ্যাসিক্লোফেন্যাক এর সঠিক ডোজ এবং ব্যবহার নির্দেশিকা আপনার ডাক্তার থেকে নেওয়া উচিত।,অ্যাসিক্লোফেন্যাক,,,,,"ডাক্তার, ডোজ"
"অ্যাসিক্লোফেন্যাক এর সঙ্গে রক্ত পাতলা করা ঔষধগুলি যেমন ওয়ারফারিন ব্যবহার করবেন না, এটি গুরুতর পার্শ্বপ্রতিক্রিয়া সৃষ্টি করতে পারে।",অ্যাসিক্লোফেন্যাক,,,,,ওয়ারফারিন
"অ্যাসিক্লোফেন্যাক সাধারণত অস্টিওআর্থারাইটিস, রিউমাটয়েড আর্থ্রাইটিস, অ্যানকিলোসিং স্পন্ডিলাইটিসের জন্য ব্যবহৃত হয়।",অ্যাসিক্লোফেন্যাক,,"অস্টিওআর্থারাইটিস, রিউমাটয়েড আর্থ্রাইটিস",,,
"অ্যাসিক্লোফেন্যাক খুব দ্রুত কার্যকর হতে পারে, সাধারণত এক দিন থেকে এক সপ্তাহের মধ্যে প্রভাব দেখা যায়।",অ্যাসিক্লোফেন্যাক,,,,,
"গর্ভাবস্থায় অ্যাসিক্লোফেন্যাক ব্যবহার করবেন না, এটি গর্ভস্থ শিশুর জন্য ক্ষতিকর হতে পারে।",অ্যাসিক্লোফেন্যাক,,,,,গর্ভাবস্থা
"অ্যাসিক্লোফেন্যাক মিস হলে, যত দ্রুত সম্ভব নিন, তবে পরবর্তী ডোজের সময় এড়িয়ে চলুন।",অ্যাসিক্লোফেন্যাক,,,,,"ডোজ, উপশম"
"আপনি যদি অ্যাসিক্লোফেন্যাক গ্রহণ করার সময় বমি বা কোষ্ঠকাঠিন্যের সমস্যা অনুভব করেন, তাহলে ডাক্তারের সাথে যোগাযোগ করুন।",অ্যাসিক্লোফেন্যাক,,,,,ডাক্তার
"অ্যাসিক্লোফেন্যাক এর পার্শ্বপ্রতিক্রিয়া হিসাবে বমি, অতিসার, কোষ্ঠকাঠিন্য হতে পারে।",অ্যাসিক্লোফেন্যাক,,"বমি, অতিসার, কোষ্ঠকাঠিন্য",,,পার্শ্বপ্রতিক্রিয়া
